,año,mes,festividad,nom_comuna,conducta,cantidad
76,2010,Abril,Domingo,San Francisco,LESIONES PERSONALES,2
77,2010,Abril,Domingo,San Francisco,VIOLENCIA INTRAFAMILIAR,3
78,2010,Abril,Domingo,Sur,LESIONES PERSONALES,1
79,2010,Abril,Domingo,Sur Occidente,HURTO A PERSONAS,1
80,2010,Abril,Domingo,Sur Occidente,LESIONES PERSONALES,1
81,2010,Abril,Domingo de Pascua o Resurreccion,Cabecera del Llano,HURTO A PERSONAS,1
82,2010,Abril,Domingo de Pascua o Resurreccion,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
83,2010,Abril,Domingo de Pascua o Resurreccion,Cabecera del Llano,LESIONES PERSONALES,1
84,2010,Abril,Domingo de Pascua o Resurreccion,La Concordia,HURTO A PERSONAS,2
85,2010,Abril,Domingo de Pascua o Resurreccion,La Pedregosa,HURTO A PERSONAS,1
86,2010,Abril,Domingo de Pascua o Resurreccion,Lagos del Cacique,HURTO A PERSONAS,1
87,2010,Abril,Domingo de Pascua o Resurreccion,Mutis,HURTO A PERSONAS,1
88,2010,Abril,Domingo de Pascua o Resurreccion,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
89,2010,Abril,Domingo de Pascua o Resurreccion,Nor Oriental,HURTO A PERSONAS,1
90,2010,Abril,Domingo de Pascua o Resurreccion,Norte,HURTO A AUTOMOTORES,1
91,2010,Abril,Domingo de Pascua o Resurreccion,Occidental,VIOLENCIA INTRAFAMILIAR,1
92,2010,Abril,Domingo de Pascua o Resurreccion,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
93,2010,Abril,Domingo de Pascua o Resurreccion,San Francisco,VIOLENCIA INTRAFAMILIAR,1
94,2010,Abril,Jueves Santo,Cabecera del Llano,HURTO A PERSONAS,1
95,2010,Abril,Jueves Santo,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
96,2010,Abril,Jueves Santo,García Rovira,HURTO A PERSONAS,1
97,2010,Abril,Jueves Santo,García Rovira,VIOLENCIA INTRAFAMILIAR,1
98,2010,Abril,Jueves Santo,La Ciudadela,HURTO A RESIDENCIAS,1
99,2010,Abril,Jueves Santo,La Concordia,HURTO A ENTIDADES COMERCIALES,1
100,2010,Abril,Jueves Santo,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
101,2010,Abril,Jueves Santo,La Pedregosa,LESIONES PERSONALES,2
102,2010,Abril,Jueves Santo,Lagos del Cacique,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
103,2010,Abril,Jueves Santo,Norte,LESIONES PERSONALES,1
104,2010,Abril,Jueves Santo,Norte,VIOLENCIA INTRAFAMILIAR,1
105,2010,Abril,Jueves Santo,Occidental,LESIONES PERSONALES,1
106,2010,Abril,Jueves Santo,Oriental,HURTO A PERSONAS,1
107,2010,Abril,Jueves Santo,Oriental,VIOLENCIA INTRAFAMILIAR,1
108,2010,Abril,Jueves Santo,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
109,2010,Abril,Jueves Santo,Provenza,LESIONES PERSONALES,1
110,2010,Abril,Jueves Santo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
111,2010,Abril,No Aplica,Cabecera del Llano,HOMICIDIO CULPOSO ( EN ACCIDENTE DE TRÁNSITO),1
112,2010,Abril,No Aplica,Cabecera del Llano,HURTO A AUTOMOTORES,1
113,2010,Abril,No Aplica,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,2
114,2010,Abril,No Aplica,Cabecera del Llano,HURTO A PERSONAS,25
115,2010,Abril,No Aplica,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),17
116,2010,Abril,No Aplica,Cabecera del Llano,LESIONES PERSONALES,5
117,2010,Abril,No Aplica,Centro,HURTO A ENTIDADES COMERCIALES,4
118,2010,Abril,No Aplica,Centro,HURTO A MOTOCICLETAS,3
119,2010,Abril,No Aplica,Centro,HURTO A PERSONAS,15
120,2010,Abril,No Aplica,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),14
121,2010,Abril,No Aplica,Centro,LESIONES PERSONALES,15
122,2010,Abril,No Aplica,Centro,VIOLENCIA INTRAFAMILIAR,3
123,2010,Abril,No Aplica,García Rovira,HURTO A ENTIDADES COMERCIALES,1
124,2010,Abril,No Aplica,García Rovira,HURTO A MOTOCICLETAS,1
125,2010,Abril,No Aplica,García Rovira,HURTO A PERSONAS,5
126,2010,Abril,No Aplica,García Rovira,HURTO A RESIDENCIAS,2
127,2010,Abril,No Aplica,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),5
128,2010,Abril,No Aplica,García Rovira,LESIONES PERSONALES,11
129,2010,Abril,No Aplica,García Rovira,VIOLENCIA INTRAFAMILIAR,2
130,2010,Abril,No Aplica,La Ciudadela,HURTO A PERSONAS,5
131,2010,Abril,No Aplica,La Ciudadela,HURTO A RESIDENCIAS,1
132,2010,Abril,No Aplica,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
133,2010,Abril,No Aplica,La Ciudadela,LESIONES PERSONALES,6
134,2010,Abril,No Aplica,La Ciudadela,VIOLENCIA INTRAFAMILIAR,1
135,2010,Abril,No Aplica,La Concordia,HURTO A ENTIDADES COMERCIALES,3
136,2010,Abril,No Aplica,La Concordia,HURTO A MOTOCICLETAS,1
137,2010,Abril,No Aplica,La Concordia,HURTO A PERSONAS,15
138,2010,Abril,No Aplica,La Concordia,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),12
139,2010,Abril,No Aplica,La Concordia,LESIONES PERSONALES,9
140,2010,Abril,No Aplica,La Concordia,VIOLENCIA INTRAFAMILIAR,1
141,2010,Abril,No Aplica,La Pedregosa,HURTO A PERSONAS,6
142,2010,Abril,No Aplica,La Pedregosa,HURTO A RESIDENCIAS,2
143,2010,Abril,No Aplica,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),14
144,2010,Abril,No Aplica,La Pedregosa,LESIONES PERSONALES,2
145,2010,Abril,No Aplica,La Pedregosa,VIOLENCIA INTRAFAMILIAR,2
146,2010,Abril,No Aplica,Lagos del Cacique,HURTO A ENTIDADES COMERCIALES,1
147,2010,Abril,No Aplica,Lagos del Cacique,HURTO A PERSONAS,2
148,2010,Abril,No Aplica,Lagos del Cacique,HURTO A RESIDENCIAS,1
149,2010,Abril,No Aplica,Lagos del Cacique,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
150,2010,Abril,No Aplica,Lagos del Cacique,LESIONES PERSONALES,1
151,2010,Abril,No Aplica,Lagos del Cacique,VIOLENCIA INTRAFAMILIAR,1
152,2010,Abril,No Aplica,Morrorico,HURTO A PERSONAS,1
153,2010,Abril,No Aplica,Morrorico,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
154,2010,Abril,No Aplica,Morrorico,LESIONES PERSONALES,2
155,2010,Abril,No Aplica,Morrorico,VIOLENCIA INTRAFAMILIAR,4
156,2010,Abril,No Aplica,Mutis,HOMICIDIO,2
157,2010,Abril,No Aplica,Mutis,HURTO A PERSONAS,3
158,2010,Abril,No Aplica,Mutis,HURTO A RESIDENCIAS,1
159,2010,Abril,No Aplica,Mutis,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
160,2010,Abril,No Aplica,Mutis,LESIONES PERSONALES,5
161,2010,Abril,No Aplica,Mutis,VIOLENCIA INTRAFAMILIAR,3
162,2010,Abril,No Aplica,Nor Oriental,HURTO A ENTIDADES COMERCIALES,1
163,2010,Abril,No Aplica,Nor Oriental,HURTO A PERSONAS,5
164,2010,Abril,No Aplica,Nor Oriental,HURTO A RESIDENCIAS,1
165,2010,Abril,No Aplica,Nor Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
166,2010,Abril,No Aplica,Nor Oriental,LESIONES PERSONALES,11
167,2010,Abril,No Aplica,Nor Oriental,VIOLENCIA INTRAFAMILIAR,3
168,2010,Abril,No Aplica,Norte,HURTO A AUTOMOTORES,1
169,2010,Abril,No Aplica,Norte,HURTO A PERSONAS,7
170,2010,Abril,No Aplica,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
171,2010,Abril,No Aplica,Norte,LESIONES PERSONALES,10
172,2010,Abril,No Aplica,Norte,VIOLENCIA INTRAFAMILIAR,5
173,2010,Abril,No Aplica,Occidental,HURTO A ENTIDADES COMERCIALES,2
174,2010,Abril,No Aplica,Occidental,HURTO A PERSONAS,4
175,2010,Abril,No Aplica,Occidental,HURTO A RESIDENCIAS,1
176,2010,Abril,No Aplica,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),4
177,2010,Abril,No Aplica,Occidental,LESIONES PERSONALES,6
178,2010,Abril,No Aplica,Occidental,VIOLENCIA INTRAFAMILIAR,3
179,2010,Abril,No Aplica,Oriental,HURTO A ENTIDADES COMERCIALES,2
180,2010,Abril,No Aplica,Oriental,HURTO A PERSONAS,17
181,2010,Abril,No Aplica,Oriental,HURTO A RESIDENCIAS,2
182,2010,Abril,No Aplica,Oriental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),13
183,2010,Abril,No Aplica,Oriental,LESIONES PERSONALES,9
184,2010,Abril,No Aplica,Oriental,VIOLENCIA INTRAFAMILIAR,4
185,2010,Abril,No Aplica,Provenza,HURTO A MOTOCICLETAS,2
186,2010,Abril,No Aplica,Provenza,HURTO A PERSONAS,11
187,2010,Abril,No Aplica,Provenza,HURTO A RESIDENCIAS,1
188,2010,Abril,No Aplica,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
189,2010,Abril,No Aplica,Provenza,LESIONES PERSONALES,4
190,2010,Abril,No Aplica,San Francisco,HOMICIDIO,3
191,2010,Abril,No Aplica,San Francisco,HURTO A AUTOMOTORES,1
192,2010,Abril,No Aplica,San Francisco,HURTO A ENTIDADES COMERCIALES,1
193,2010,Abril,No Aplica,San Francisco,HURTO A MOTOCICLETAS,3
194,2010,Abril,No Aplica,San Francisco,HURTO A PERSONAS,16
195,2010,Abril,No Aplica,San Francisco,HURTO A RESIDENCIAS,1
196,2010,Abril,No Aplica,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),16
197,2010,Abril,No Aplica,San Francisco,LESIONES PERSONALES,16
198,2010,Abril,No Aplica,San Francisco,VIOLENCIA INTRAFAMILIAR,4
199,2010,Abril,No Aplica,Sur,HOMICIDIO,1
200,2010,Abril,No Aplica,Sur,HURTO A PERSONAS,2
201,2010,Abril,No Aplica,Sur,LESIONES PERSONALES,5
202,2010,Abril,No Aplica,Sur,VIOLENCIA INTRAFAMILIAR,3
203,2010,Abril,No Aplica,Sur Occidente,HURTO A RESIDENCIAS,1
204,2010,Abril,No Aplica,Sur Occidente,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
205,2010,Abril,No Aplica,Sur Occidente,LESIONES PERSONALES,2
206,2010,Abril,No Aplica,Sur Occidente,VIOLENCIA INTRAFAMILIAR,1
207,2010,Abril,Viernes Santo,Morrorico,LESIONES PERSONALES,1
208,2010,Abril,Viernes Santo,Nor Oriental,LESIONES PERSONALES,1
209,2010,Abril,Viernes Santo,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
210,2010,Abril,Viernes Santo,Oriental,HURTO A ENTIDADES COMERCIALES,1
211,2010,Abril,Viernes Santo,Provenza,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
212,2010,Abril,Viernes Santo,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
213,2010,Abril,Viernes Santo,San Francisco,LESIONES PERSONALES,1
214,2010,Agosto,Asuncion de la Virgen,Centro,LESIONES PERSONALES,1
215,2010,Agosto,Asuncion de la Virgen,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
216,2010,Agosto,Asuncion de la Virgen,La Concordia,HURTO A PERSONAS,1
217,2010,Agosto,Asuncion de la Virgen,Morrorico,VIOLENCIA INTRAFAMILIAR,1
218,2010,Agosto,Asuncion de la Virgen,Mutis,LESIONES PERSONALES,3
219,2010,Agosto,Asuncion de la Virgen,Mutis,VIOLENCIA INTRAFAMILIAR,1
220,2010,Agosto,Asuncion de la Virgen,Nor Oriental,VIOLENCIA INTRAFAMILIAR,1
221,2010,Agosto,Asuncion de la Virgen,Norte,VIOLENCIA INTRAFAMILIAR,1
222,2010,Agosto,Asuncion de la Virgen,Oriental,HURTO A PERSONAS,1
223,2010,Agosto,Asuncion de la Virgen,Oriental,HURTO A RESIDENCIAS,1
224,2010,Agosto,Asuncion de la Virgen,Provenza,LESIONES PERSONALES,1
225,2010,Agosto,Asuncion de la Virgen,Provenza,VIOLENCIA INTRAFAMILIAR,1
226,2010,Agosto,Asuncion de la Virgen,San Francisco,HURTO A MOTOCICLETAS,2
227,2010,Agosto,Asuncion de la Virgen,San Francisco,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
228,2010,Agosto,Asuncion de la Virgen,San Francisco,VIOLENCIA INTRAFAMILIAR,1
229,2010,Agosto,Asuncion de la Virgen,Sur,HURTO A PERSONAS,1
230,2010,Agosto,Batalla de Boyaca,Cabecera del Llano,HURTO A PERSONAS,1
231,2010,Agosto,Batalla de Boyaca,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
232,2010,Agosto,Batalla de Boyaca,Cabecera del Llano,LESIONES PERSONALES,3
233,2010,Agosto,Batalla de Boyaca,Centro,HURTO A ENTIDADES COMERCIALES,1
234,2010,Agosto,Batalla de Boyaca,Centro,HURTO A PERSONAS,3
235,2010,Agosto,Batalla de Boyaca,Centro,LESIONES PERSONALES,1
236,2010,Agosto,Batalla de Boyaca,La Ciudadela,HURTO A PERSONAS,1
237,2010,Agosto,Batalla de Boyaca,La Concordia,HURTO A PERSONAS,1
238,2010,Agosto,Batalla de Boyaca,Lagos del Cacique,HURTO A PERSONAS,2
239,2010,Agosto,Batalla de Boyaca,Morrorico,HURTO A PERSONAS,1
240,2010,Agosto,Batalla de Boyaca,Nor Oriental,HOMICIDIO,1
241,2010,Agosto,Batalla de Boyaca,Nor Oriental,LESIONES PERSONALES,2
242,2010,Agosto,Batalla de Boyaca,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
243,2010,Agosto,Batalla de Boyaca,Oriental,HURTO A PERSONAS,2
244,2010,Agosto,Batalla de Boyaca,Oriental,HURTO A RESIDENCIAS,1
245,2010,Agosto,Batalla de Boyaca,Provenza,VIOLENCIA INTRAFAMILIAR,1
246,2010,Agosto,Batalla de Boyaca,San Francisco,HURTO A PERSONAS,2
247,2010,Agosto,Batalla de Boyaca,San Francisco,VIOLENCIA INTRAFAMILIAR,1
248,2010,Agosto,Dia del Adulto Mayor,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
249,2010,Agosto,Dia del Adulto Mayor,Centro,LESIONES PERSONALES,4
250,2010,Agosto,Dia del Adulto Mayor,La Ciudadela,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
251,2010,Agosto,Dia del Adulto Mayor,La Ciudadela,VIOLENCIA INTRAFAMILIAR,1
252,2010,Agosto,Dia del Adulto Mayor,Morrorico,HURTO A PERSONAS,2
253,2010,Agosto,Dia del Adulto Mayor,Morrorico,LESIONES PERSONALES,4
254,2010,Agosto,Dia del Adulto Mayor,Mutis,HURTO A MOTOCICLETAS,1
255,2010,Agosto,Dia del Adulto Mayor,Nor Oriental,HOMICIDIO,2
256,2010,Agosto,Dia del Adulto Mayor,Nor Oriental,HURTO A RESIDENCIAS,1
257,2010,Agosto,Dia del Adulto Mayor,Norte,HURTO A PERSONAS,1
258,2010,Agosto,Dia del Adulto Mayor,Norte,LESIONES PERSONALES,3
259,2010,Agosto,Dia del Adulto Mayor,Norte,VIOLENCIA INTRAFAMILIAR,1
260,2010,Agosto,Dia del Adulto Mayor,Occidental,HURTO A PERSONAS,1
261,2010,Agosto,Dia del Adulto Mayor,Occidental,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
262,2010,Agosto,Dia del Adulto Mayor,Occidental,VIOLENCIA INTRAFAMILIAR,2
263,2010,Agosto,Dia del Adulto Mayor,Oriental,HURTO A RESIDENCIAS,1
264,2010,Agosto,Dia del Adulto Mayor,Provenza,HURTO A RESIDENCIAS,1
265,2010,Agosto,Dia del Adulto Mayor,Provenza,VIOLENCIA INTRAFAMILIAR,1
266,2010,Agosto,Dia del Adulto Mayor,San Francisco,HURTO A PERSONAS,2
267,2010,Agosto,Dia del Adulto Mayor,Sur,VIOLENCIA INTRAFAMILIAR,2
268,2010,Agosto,Dia del Adulto Mayor,Sur Occidente,LESIONES PERSONALES,1
269,2010,Agosto,Dia del Ejercito Nacional,Cabecera del Llano,HURTO A PERSONAS,1
270,2010,Agosto,Dia del Ejercito Nacional,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
271,2010,Agosto,Dia del Ejercito Nacional,Cabecera del Llano,LESIONES PERSONALES,3
272,2010,Agosto,Dia del Ejercito Nacional,Centro,HURTO A ENTIDADES COMERCIALES,1
273,2010,Agosto,Dia del Ejercito Nacional,Centro,HURTO A PERSONAS,3
274,2010,Agosto,Dia del Ejercito Nacional,Centro,LESIONES PERSONALES,1
275,2010,Agosto,Dia del Ejercito Nacional,La Ciudadela,HURTO A PERSONAS,1
276,2010,Agosto,Dia del Ejercito Nacional,La Concordia,HURTO A PERSONAS,1
277,2010,Agosto,Dia del Ejercito Nacional,Lagos del Cacique,HURTO A PERSONAS,2
278,2010,Agosto,Dia del Ejercito Nacional,Morrorico,HURTO A PERSONAS,1
279,2010,Agosto,Dia del Ejercito Nacional,Nor Oriental,HOMICIDIO,1
280,2010,Agosto,Dia del Ejercito Nacional,Nor Oriental,LESIONES PERSONALES,2
281,2010,Agosto,Dia del Ejercito Nacional,Norte,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
282,2010,Agosto,Dia del Ejercito Nacional,Oriental,HURTO A PERSONAS,2
283,2010,Agosto,Dia del Ejercito Nacional,Oriental,HURTO A RESIDENCIAS,1
284,2010,Agosto,Dia del Ejercito Nacional,Provenza,VIOLENCIA INTRAFAMILIAR,1
285,2010,Agosto,Dia del Ejercito Nacional,San Francisco,HURTO A PERSONAS,2
286,2010,Agosto,Dia del Ejercito Nacional,San Francisco,VIOLENCIA INTRAFAMILIAR,1
287,2010,Agosto,Dia del Ingeniero,Cabecera del Llano,HURTO A PERSONAS,2
288,2010,Agosto,Dia del Ingeniero,Cabecera del Llano,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
289,2010,Agosto,Dia del Ingeniero,Centro,HURTO A ENTIDADES COMERCIALES,1
290,2010,Agosto,Dia del Ingeniero,Centro,HURTO A PERSONAS,2
291,2010,Agosto,Dia del Ingeniero,Centro,LESIONES PERSONALES,2
292,2010,Agosto,Dia del Ingeniero,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),1
293,2010,Agosto,Dia del Ingeniero,La Concordia,HURTO A ENTIDADES COMERCIALES,1
294,2010,Agosto,Dia del Ingeniero,La Concordia,VIOLENCIA INTRAFAMILIAR,1
295,2010,Agosto,Dia del Ingeniero,La Pedregosa,HURTO A PERSONAS,1
296,2010,Agosto,Dia del Ingeniero,La Pedregosa,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),3
297,2010,Agosto,Dia del Ingeniero,Morrorico,HURTO A RESIDENCIAS,1
298,2010,Agosto,Dia del Ingeniero,Nor Oriental,HURTO A PERSONAS,3
299,2010,Agosto,Dia del Ingeniero,Norte,HURTO A RESIDENCIAS,1
300,2010,Agosto,Dia del Ingeniero,Norte,LESIONES PERSONALES,1
301,2010,Agosto,Dia del Ingeniero,Oriental,HURTO A PERSONAS,2
302,2010,Agosto,Dia del Ingeniero,Oriental,LESIONES PERSONALES,1
303,2010,Agosto,Dia del Ingeniero,Oriental,VIOLENCIA INTRAFAMILIAR,2
304,2010,Agosto,Dia del Ingeniero,Provenza,HURTO A PERSONAS,1
305,2010,Agosto,Dia del Ingeniero,San Francisco,HURTO A PERSONAS,1
306,2010,Agosto,Domingo,Cabecera del Llano,HURTO A ENTIDADES COMERCIALES,2
307,2010,Agosto,Domingo,Cabecera del Llano,HURTO A PERSONAS,2
308,2010,Agosto,Domingo,Cabecera del Llano,HURTO A RESIDENCIAS,2
309,2010,Agosto,Domingo,Centro,HURTO A PERSONAS,5
310,2010,Agosto,Domingo,Centro,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),2
311,2010,Agosto,Domingo,Centro,LESIONES PERSONALES,4
312,2010,Agosto,Domingo,García Rovira,HURTO A PERSONAS,1
313,2010,Agosto,Domingo,García Rovira,LESIONES CULPOSAS ( EN ACCIDENTE DE TRANSITO ),6
314,2010,Agosto,Domingo,García Rovira,LESIONES PERSONALES,5
315,2010,Agosto,Domingo,García Rovira,VIOLENCIA INTRAFAMILIAR,2
